,stock_id,stock_name,industry_category,list_type,list_date
2739,00650L,復華香港正2,ETF,twse,2025-09-30
2740,00651R,復華香港反1,ETF,twse,2025-09-30
2741,00652,富邦印度,ETF,twse,2025-09-30
2742,00653L,富邦印度正2,ETF,twse,2025-09-30
2743,00654R,富邦印度反1,ETF,twse,2025-09-30
2744,00655L,國泰中國A50正2,ETF,twse,2025-09-30
2745,00656R,國泰中國A50反1,ETF,twse,2025-09-30
2746,00657,國泰日經225,ETF,twse,2025-09-30
2747,00657K,國泰日經225+U,ETF,twse,2025-09-30
714,00658L,國泰日本正2,ETF,twse,2025-08-27
717,00659R,國泰日本反1,ETF,twse,2025-08-27
2748,00660,元大歐洲50,ETF,twse,2025-09-30
2749,00661,元大日經225,ETF,twse,2025-09-30
2750,00662,富邦NASDAQ,ETF,twse,2025-09-30
2751,00663L,國泰臺灣加權正2,ETF,twse,2025-09-30
2752,00664R,國泰臺灣加權反1,ETF,twse,2025-09-30
2753,00665L,富邦恒生國企正2,ETF,twse,2025-09-30
2754,00666R,富邦恒生國企反1,ETF,twse,2025-09-30
721,00667,元大韓國,ETF,twse,2025-08-27
2755,00668,國泰美國道瓊,ETF,twse,2025-09-30
2771,00668K,國泰美國道瓊+U,ETF,twse,2025-09-30
2786,00669R,國泰美國道瓊反1,ETF,twse,2025-09-30
2826,00670L,富邦NASDAQ正2,ETF,twse,2025-09-30
2787,00671R,富邦NASDAQ反1,ETF,twse,2025-09-30
720,00672L,元大S&P原油正2,ETF,twse,2025-08-27
2815,00673R,期元大S&P原油反1,ETF,twse,2025-09-30
2816,00674R,期元大S&P黃金反1,ETF,twse,2025-09-30
2817,00675L,富邦臺灣加權正2,ETF,twse,2025-09-30
2818,00676R,富邦臺灣加權反1,ETF,twse,2025-09-30
711,00677U,期富邦VIX,ETF,twse,2025-08-27
2819,00678,群益那斯達克生技,ETF,twse,2025-09-30
2820,00679B,元大美債20年,上櫃ETF,tpex,2025-09-30
2821,00680L,元大美債20正2,ETF,twse,2025-09-30
2822,00681R,元大美債20反1,ETF,twse,2025-09-30
2823,00682U,期元大美元指數,ETF,twse,2025-09-30
2824,00683L,期元大美元指正2,ETF,twse,2025-09-30
2825,00684R,期元大美元指反1,ETF,twse,2025-09-30
2827,00685L,群益臺灣加權正2,ETF,twse,2025-09-30
2839,00686R,群益臺灣加權反1,ETF,twse,2025-09-30
2828,00687B,國泰20年美債,上櫃ETF,tpex,2025-09-30
2829,00687C,國泰20年美債+櫃U,上櫃ETF,tpex,2025-09-30
2830,00688L,國泰20年美債正2,ETF,twse,2025-09-30
2831,00689R,國泰20年美債反1,ETF,twse,2025-09-30
2832,00690,兆豐藍籌30,ETF,twse,2025-09-30
710,00691R,兆豐藍籌30反1,ETF,twse,2025-08-27
2833,00692,富邦公司治理,ETF,twse,2025-09-30
2834,00693U,期街口S&P黃豆,ETF,twse,2025-09-30
2835,00694B,富邦美債1-3,上櫃ETF,tpex,2025-09-30
2836,00695B,富邦美債7-10,上櫃ETF,tpex,2025-09-30
2837,00696B,富邦美債20年,上櫃ETF,tpex,2025-09-30
2838,00697B,元大美債7-10,上櫃ETF,tpex,2025-09-30
709,00698L,元大美債7-10正2,ETF,twse,2025-08-27
708,00699R,元大美債7-10反1,ETF,twse,2025-08-27
2814,00700,富邦恒生國企,ETF,twse,2025-09-30
2813,00701,國泰股利精選30,ETF,twse,2025-09-30
2812,00702,國泰標普低波高息,ETF,twse,2025-09-30
2811,00703,台新MSCI中國,ETF,twse,2025-09-30
712,00704L,台新MSCI台灣正2,ETF,twse,2025-08-27
713,00705R,台新MSCI台灣反1,ETF,twse,2025-08-27
2788,00706L,期元大S&P日圓正2,ETF,twse,2025-09-30
2789,00707R,期元大S&P日圓反1,ETF,twse,2025-09-30
2790,00708L,期元大S&P黃金正2,ETF,twse,2025-09-30
2791,00709,富邦歐洲,ETF,twse,2025-09-30
2792,00710B,復華彭博非投等債,ETF,twse,2025-09-30
2793,00711B,復華彭博新興債,ETF,twse,2025-09-30
2794,00712,復華富時不動產,ETF,twse,2025-09-30
2795,00713,元大台灣高息低波,ETF,twse,2025-09-30
2796,00714,群益道瓊美國地產,ETF,twse,2025-09-30
2797,00715L,期街口布蘭特正2,ETF,twse,2025-09-30
718,00716R,華頓S&P布蘭特反1,ETF,twse,2025-08-27
2798,00717,富邦美國特別股,ETF,twse,2025-09-30
669,00718B,富邦中國政策債,上櫃ETF,tpex,2025-06-20
2799,00719B,元大美債1-3,上櫃ETF,tpex,2025-09-30
2800,00720B,元大投資級公司債,上櫃ETF,tpex,2025-09-30
