,stock_id,stock_name,industry_category,list_type,list_date
2643,00841B,凱基AAA-AA公司債,上櫃ETF,tpex,2025-09-30
2644,00842B,台新美元銀行債,上櫃ETF,tpex,2025-09-30
112,00843B,台新中國政策債,上櫃指數股票型基金(ETF),tpex,2022-07-22
2645,00844B,新光15年IG金融債,上櫃ETF,tpex,2025-09-30
2661,00845B,富邦新興投等債,上櫃ETF,tpex,2025-09-30
2676,00846B,富邦歐洲銀行債,上櫃ETF,tpex,2025-09-30
2716,00847B,中信美國市政債,上櫃ETF,tpex,2025-09-30
2677,00848B,中信新興亞洲債,上櫃ETF,tpex,2025-09-30
2705,00849B,中信EM主權債0-5,上櫃ETF,tpex,2025-09-30
2706,00850,元大臺灣ESG永續,ETF,twse,2025-09-30
2707,00851,台新全球AI,ETF,twse,2025-09-30
2708,00852L,國泰美國道瓊正2,ETF,twse,2025-09-30
2709,00853B,統一美債10年Aa-A,上櫃ETF,tpex,2025-09-30
57,00854B,富邦全球保險債,上櫃指數股票型基金(ETF),tpex,2020-12-04
58,00855B,富邦全球能源債,上櫃指數股票型基金(ETF),tpex,2020-12-04
2710,00856B,永豐1-3年美公債,上櫃ETF,tpex,2025-09-30
2711,00857B,永豐20年美公債,上櫃ETF,tpex,2025-09-30
2712,00858,永豐美國500大,上櫃ETF,tpex,2025-09-30
2713,00859B,群益0-1年美債,上櫃ETF,tpex,2025-09-30
2714,00860B,群益1-5Y投資級債,上櫃ETF,tpex,2025-09-30
2715,00861,元大全球未來通訊,ETF,twse,2025-09-30
2717,00862B,中信投資級公司債,上櫃ETF,tpex,2025-09-30
2729,00863B,中信全球電信債,上櫃ETF,tpex,2025-09-30
2718,00864B,中信美國公債0-1,上櫃ETF,tpex,2025-09-30
2719,00865B,國泰US短期公債,ETF,twse,2025-09-30
428,00866,新光Shiller CAPE,ETF,twse,2024-12-04
2720,00867B,新光A-BBB電信債,上櫃ETF,tpex,2025-09-30
63,00868B,FT1-3年美公債,上櫃指數股票型基金(ETF),tpex,2021-05-14
87,00869B,FT10-25年公司債,上櫃指數股票型基金(ETF),tpex,2021-08-19
2721,00870B,元大15年EM主權債,上櫃ETF,tpex,2025-09-30
62,00871B,元大中國政金債,上櫃指數股票型基金(ETF),tpex,2021-03-03
90,00872B,凱基美債1-3,上櫃指數股票型基金(ETF),tpex,2021-10-08
60,00873B,凱基新興債1-5,上櫃指數股票型基金(ETF),tpex,2021-02-23
61,00874B,凱基BBB公司債15+,上櫃指數股票型基金(ETF),tpex,2021-02-23
2722,00875,國泰網路資安,ETF,twse,2025-09-30
2723,00876,元大全球5G,ETF,twse,2025-09-30
2724,00877,復華中國5G,上櫃ETF,tpex,2025-09-30
2725,00878,國泰永續高股息,ETF,twse,2025-09-30
92,00879B,第一金美債0-1,上櫃指數股票型基金(ETF),tpex,2021-10-08
91,00880B,第一金電信債15+,上櫃指數股票型基金(ETF),tpex,2021-10-08
2726,00881,國泰台灣科技龍頭,ETF,twse,2025-09-30
2727,00882,中信中國高股息,ETF,twse,2025-09-30
2728,00883B,中信ESG投資級債,上櫃ETF,tpex,2025-09-30
2704,00884B,中信低碳新興債,上櫃ETF,tpex,2025-09-30
2703,00885,富邦越南,ETF,twse,2025-09-30
2702,00886,永豐美國科技,上櫃ETF,tpex,2025-09-30
2701,00887,永豐中國科技50大,上櫃ETF,tpex,2025-09-30
2678,00888,永豐台灣ESG,上櫃ETF,tpex,2025-09-30
110,00889B,凱基ESG新興債15+,上櫃指數股票型基金(ETF),tpex,2022-06-24
2679,00890B,凱基ESG BBB債15+,上櫃ETF,tpex,2025-09-30
2680,00891,中信關鍵半導體,ETF,twse,2025-09-30
2681,00892,富邦台灣半導體,ETF,twse,2025-09-30
2682,00893,國泰智能電動車,ETF,twse,2025-09-30
2683,00894,中信小資高價30,ETF,twse,2025-09-30
2684,00895,富邦未來車,ETF,twse,2025-09-30
2685,00896,中信綠能及電動車,ETF,twse,2025-09-30
2686,00897,富邦基因免疫生技,ETF,twse,2025-09-30
2687,00898,國泰基因免疫革命,ETF,twse,2025-09-30
2688,00899,FT潔淨能源,ETF,twse,2025-09-30
2689,00900,富邦特選高股息30,ETF,twse,2025-09-30
2690,00901,永豐智能車供應鏈,ETF,twse,2025-09-30
2691,00902,中信電池及儲能,ETF,twse,2025-09-30
2692,00903,富邦元宇宙,ETF,twse,2025-09-30
2693,00904,新光臺灣半導體30,ETF,twse,2025-09-30
2694,00905,FT臺灣Smart,ETF,twse,2025-09-30
519,00906,大華元宇宙科技50,ETF,twse,2024-12-04
2695,00907,永豐優息存股,ETF,twse,2025-09-30
2696,00908,富邦入息REITs+,ETF,twse,2025-09-30
2697,00909,國泰數位支付服務,ETF,twse,2025-09-30
2698,00910,第一金太空衛星,ETF,twse,2025-09-30
2699,00911,兆豐洲際半導體,ETF,twse,2025-09-30
2700,00912,中信臺灣智慧50,ETF,twse,2025-09-30
2730,00913,兆豐台灣晶圓製造,ETF,twse,2025-09-30
2840,00915,凱基優選高股息30,ETF,twse,2025-09-30
2841,00916,國泰全球品牌50,ETF,twse,2025-09-30
2842,00917,中信特選金融,ETF,twse,2025-09-30
2980,00918,大華優利高填息30,ETF,twse,2025-09-30
2981,00919,群益台灣精選高息,ETF,twse,2025-09-30
2982,00920,富邦ESG綠色電力,ETF,twse,2025-09-30
2983,00921,兆豐龍頭等權重,ETF,twse,2025-09-30
2984,00922,國泰台灣領袖50,ETF,twse,2025-09-30
2985,00923,群益台ESG低碳50,ETF,twse,2025-09-30
2986,00924,復華S&P500成長,ETF,twse,2025-09-30
667,00925,新光標普電動車,ETF,twse,2025-06-05
2987,00926,凱基全球菁英55,ETF,twse,2025-09-30
2988,00927,群益半導體收益,ETF,twse,2025-09-30
2989,00928,中信上櫃ESG 30,上櫃ETF,tpex,2025-09-30
2990,00929,復華台灣科技優息,ETF,twse,2025-09-30
2992,00930,永豐ESG低碳高息,ETF,twse,2025-09-30
3004,00931B,統一美債20年,上櫃ETF,tpex,2025-09-30
2993,00932,兆豐永續高息等權,ETF,twse,2025-09-30
2994,00933B,國泰10Y+金融債,上櫃ETF,tpex,2025-09-30
2995,00934,中信成長高股息,ETF,twse,2025-09-30
2996,00935,野村臺灣新科技50,ETF,twse,2025-09-30
2997,00936,台新永續高息中小,ETF,twse,2025-09-30
2998,00937B,群益ESG投等債20+,上櫃ETF,tpex,2025-09-30
2999,00938,凱基優選30,ETF,twse,2025-09-30
3000,00939,統一台灣高息動能,ETF,twse,2025-09-30
3001,00940,元大台灣價值高息,ETF,twse,2025-09-30
3002,00941,中信上游半導體,ETF,twse,2025-09-30
3003,00942B,台新美A公司債20+,上櫃ETF,tpex,2025-09-30
2979,00943,兆豐電子高息等權,ETF,twse,2025-09-30
2978,00944,野村趨勢動能高息,ETF,twse,2025-09-30
2977,00945B,凱基美國非投等債,ETF,twse,2025-09-30
2976,00946,群益科技高息成長,ETF,twse,2025-09-30
2953,00947,台新臺灣IC設計,ETF,twse,2025-09-30
2954,00948B,中信優息投資級債,上櫃ETF,tpex,2025-09-30
2955,00949,復華日本龍頭,ETF,twse,2025-09-30
2956,00950B,凱基A級公司債,上櫃ETF,tpex,2025-09-30
2957,00951,台新日本半導體,ETF,twse,2025-09-30
2958,00952,凱基台灣AI50,ETF,twse,2025-09-30
2959,00953B,群益優選非投等債,ETF,twse,2025-09-30
2960,00954,中信日本半導體,ETF,twse,2025-09-30
2961,00955,中信日本商社,上櫃ETF,tpex,2025-09-30
2962,00956,中信日經高股息,ETF,twse,2025-09-30
2963,00957B,兆豐US優選投等債,上櫃ETF,tpex,2025-09-30
2964,00958B,永豐ESG銀行債15+,上櫃ETF,tpex,2025-09-30
2965,00959B,大華投等美債15Y+,上櫃ETF,tpex,2025-09-30
2966,00960,野村全球航運龍頭,ETF,twse,2025-09-30
2967,00961,FT臺灣永續高息,ETF,twse,2025-09-30
2968,00962,台新AI優息動能,ETF,twse,2025-09-30
2969,00963,中信全球高股息,ETF,twse,2025-09-30
2970,00964,中信亞太高股息,ETF,twse,2025-09-30
2971,00965,元大航太防衛科技,ETF,twse,2025-09-30
2972,00966B,統一ESG投等債15+,上櫃ETF,tpex,2025-09-30
2973,00967B,元大優息美債,上櫃ETF,tpex,2025-09-30
2974,00968B,元大優息投等債,上櫃ETF,tpex,2025-09-30
2975,00969B,元大零息超長美債,上櫃ETF,tpex,2025-09-30
2991,00970B,新光BBB投等債20+,上櫃ETF,tpex,2025-09-30
3005,00971,野村美國研發龍頭,ETF,twse,2025-09-30
3006,00972,野村日本動能高息,ETF,twse,2025-09-30
3007,009800,中信NASDAQ,ETF,twse,2025-09-30
3036,009801,中信美國創新科技,ETF,twse,2025-09-30
3037,009802,富邦旗艦50,ETF,twse,2025-09-30
3038,009803,保德信市值動能50,ETF,twse,2025-09-30
3039,009804,聯邦台精彩50,ETF,twse,2025-09-30
3040,009805,新光美國電力基建,ETF,twse,2025-09-30
3041,009806,台新標普500,上櫃ETF,tpex,2025-09-30
3042,009807,台新標普科技精選,上櫃ETF,tpex,2025-09-30
3043,009808,華南永昌優選50,ETF,twse,2025-09-30
3044,00980A,主動野村臺灣優選,ETF,twse,2025-09-30
3045,00980B,台新特選IG債10+,上櫃ETF,tpex,2025-09-30
3046,00980D,主動聯博投等入息,上櫃ETF,tpex,2025-09-30
3048,00980T,平衡凱基美國TOP,上櫃ETF,tpex,2025-09-30
3060,009810,保德信全球藍籌,ETF,twse,2025-09-30
3049,009811,統一美國50,ETF,twse,2025-09-30
3050,009812,野村日本東證,ETF,twse,2025-09-30
3051,00981A,主動統一台股增長,ETF,twse,2025-09-30
3052,00981B,第一金優選非投債,上櫃ETF,tpex,2025-09-30
3053,00981D,主動中信非投等債,上櫃ETF,tpex,2025-09-30
3054,00981T,平衡凱基雙核收息,ETF,twse,2025-09-30
3055,00982A,主動群益台灣強棒,ETF,twse,2025-09-30
3056,00982B,FT投資級債20+,上櫃ETF,tpex,2025-09-30
3057,00983A,主動中信ARK創新,ETF,twse,2025-09-30
3058,00983B,大華優利美公債20,上櫃ETF,tpex,2025-09-30
3059,00984A,主動安聯台灣高息,ETF,twse,2025-09-30
3035,00984B,大華優利美A債15,上櫃ETF,tpex,2025-09-30
3047,00985A,主動野村台灣50,ETF,twse,2025-09-30
3034,00985B,群益ESG投等債0-5,ETF,twse,2025-09-30
3019,00986A,主動台新龍頭成長,ETF,twse,2025-09-30
16,01001T,土銀富邦R1,受益證券,twse,2020-11-14
15,01002T,土銀國泰R1,受益證券,twse,2020-11-14
14,01003T,兆豐新光R1,受益證券,twse,2020-11-14
12,01004T,土銀富邦R2,受益證券,twse,2020-11-14
10,01005T,三鼎,受益證券,twse,2020-11-14
11,01007T,兆豐國泰R2,受益證券,twse,2020-11-14
17,01008T,駿馬R1,受益證券,twse,2020-11-14
13,01009T,王道圓滿R1,受益證券,twse,2020-11-14
3008,020000,富邦特選蘋果N,ETN,twse,2025-09-30
3009,020001,富邦存股雙十N,指數投資證券(ETN),tpex,2025-09-30
381,020002,元富新中國N,ETN,twse,2024-12-04
98,020003,統一漲升股利150N,指數投資證券(ETN),tpex,2022-04-30
382,020004,兆豐電菁英30N,ETN,twse,2024-12-04
384,020005,永豐外資50N,ETN,twse,2024-12-04
385,020006,永昌中小300N,ETN,twse,2024-12-04
386,020007,凱基臺灣500N,ETN,twse,2024-12-04
387,020008,元大特股高息N,ETN,twse,2024-12-04
99,020009,群益A50綠碳N,指數投資證券(ETN),tpex,2022-04-30
114,020010,永昌富櫃200N,指數投資證券(ETN),tpex,2022-09-30
3010,020011,統一微波高息20N,ETN,twse,2025-09-30
3011,020012,富邦行動通訊N,ETN,twse,2025-09-30
118,020013,元富亞洲高股息N,指數投資證券(ETN),tpex,2022-12-24
121,020014,元大富櫃200N,指數投資證券(ETN),tpex,2022-12-30
636,020015,統一MSCI美低波N,ETN,twse,2025-03-25
637,020016,統一MSCI美科技N,ETN,twse,2025-03-25
76,020017,永豐富櫃200N,指數投資證券(ETN),tpex,2021-06-12
676,020018,統一價值成長30N,ETN,twse,2025-07-28
677,020019,統一特選台灣5GN,ETN,twse,2025-07-28
3012,02001B,統一美國政府債N,指數投資證券(ETN),tpex,2025-09-30
3013,02001L,富邦蘋果正二N,ETN,twse,2025-09-30
3014,02001R,富邦蘋果反一N,ETN,twse,2025-09-30
3015,02001S,策元大加權策略N,ETN,twse,2025-09-30
3016,020020,元大台股領航N,ETN,twse,2025-09-30
96,020021,統一恒生科技N,指數投資證券(ETN),tpex,2022-03-18
377,020022,元大電動車N,ETN,twse,2024-12-04
3017,020023,元大櫃買半導體N,指數投資證券(ETN),tpex,2025-09-30
290,020024,兆豐富櫃200N,指數投資證券(ETN),tpex,2023-12-16
3018,020025,統一亞洲半導體N,指數投資證券(ETN),tpex,2025-09-30
308,020026,兆豐上櫃ESG電菁N,指數投資證券(ETN),tpex,2024-06-22
3020,020027,元大上櫃ESG成長N,指數投資證券(ETN),tpex,2025-09-30
3032,020028,元大特選電動車N,ETN,twse,2025-09-30
3021,020029,元大ESG高股息N,ETN,twse,2025-09-30
291,02002L,兆豐富櫃200正二N,指數投資證券(ETN),tpex,2023-12-16
3022,020030,統一智慧電動車N,ETN,twse,2025-09-30
3023,020031,統一IC設計臺灣N,ETN,twse,2025-09-30
3024,020032,元大綠能N,ETN,twse,2025-09-30
3025,020033,統一恒生科期N,指數投資證券(ETN),tpex,2025-09-30
3026,020034,元大IC設計N,ETN,twse,2025-09-30
3027,020035,元大上櫃ESG高息N,指數投資證券(ETN),tpex,2025-09-30
3028,020036,元大金融配息N,ETN,twse,2025-09-30
3029,020037,元大金融高股息N,ETN,twse,2025-09-30
3030,020038,元大ESG配息N,ETN,twse,2025-09-30
3031,020039,元大加權N,ETN,twse,2025-09-30
119,02003L,永豐富櫃200正2N,指數投資證券(ETN),tpex,2022-12-24
2952,020040,元大上櫃ESG龍頭N,指數投資證券(ETN),tpex,2025-09-30
2951,020041,兆豐半導體氣候N,指數投資證券(ETN),tpex,2025-09-30
2950,1101,台泥,水泥工業,twse,2025-09-30
2895,1101B,台泥乙特,水泥工業,twse,2025-09-30
2870,1102,亞泥,水泥工業,twse,2025-09-30
2871,1103,嘉泥,水泥工業,twse,2025-09-30
2872,1104,環泥,水泥工業,twse,2025-09-30
366,1107,建台,其他,twse,2024-12-04
2873,1108,幸福,水泥工業,twse,2025-09-30
2874,1109,信大,水泥工業,twse,2025-09-30
2875,1110,東泥,水泥工業,twse,2025-09-30
2876,1201,味全,食品工業,twse,2025-09-30
2877,1203,味王,食品工業,twse,2025-09-30
2878,1210,大成,食品工業,twse,2025-09-30
2879,1213,大飲,食品工業,twse,2025-09-30
2880,1215,卜蜂,食品工業,twse,2025-09-30
2882,1216,統一,食品工業,twse,2025-09-30
2894,1217,愛之味,食品工業,twse,2025-09-30
2883,1218,泰山,食品工業,twse,2025-09-30
2884,1219,福壽,食品工業,twse,2025-09-30
2885,1220,台榮,食品工業,twse,2025-09-30
2886,1225,福懋油,食品工業,twse,2025-09-30
2887,1227,佳格,食品工業,twse,2025-09-30
2888,1229,聯華,食品工業,twse,2025-09-30
328,1230,聯成食,電器電纜,twse,2024-12-03
2889,1231,聯華食,食品工業,twse,2025-09-30
2890,1232,大統益,食品工業,twse,2025-09-30
2891,1233,天仁,食品工業,twse,2025-09-30
2892,1234,黑松,食品工業,twse,2025-09-30
2893,1235,興泰,食品工業,twse,2025-09-30
2869,1236,宏亞,食品工業,twse,2025-09-30
2868,1240,茂生農經,農業科技業,tpex,2025-09-30
2867,1256,鮮活果汁-KY,食品工業,twse,2025-09-30
129,1258,其祥-KY,食品工業,tpex,2023-06-03
2866,1259,安心,觀光餐旅,tpex,2025-09-30
2843,1260,富味鄉,食品工業,emerging,2025-09-30
779,1262,綠悅-KY,其他,twse,2025-09-26
2844,1264,德麥,食品工業,tpex,2025-09-30
2845,1268,漢來美食,觀光餐旅,tpex,2025-09-30
2846,1269,乾杯,觀光餐旅,emerging,2025-09-30
2847,1271,晨暉生技,生技醫療業,emerging,2025-09-30
2848,1293,利統,食品工業,emerging,2025-09-30
2849,1294,漢田生技,食品工業,tpex,2025-09-30
2850,1295,生合,食品工業,tpex,2025-09-30
2851,1301,台塑,塑膠工業,twse,2025-09-30
2852,1303,南亞,塑膠工業,twse,2025-09-30
2853,1304,台聚,塑膠工業,twse,2025-09-30
2854,1305,華夏,塑膠工業,twse,2025-09-30
2855,1307,三芳,塑膠工業,twse,2025-09-30
2856,1308,亞聚,塑膠工業,twse,2025-09-30
2857,1309,台達化,塑膠工業,twse,2025-09-30
2858,1310,台苯,塑膠工業,twse,2025-09-30
331,1311,福聚,塑膠工業,twse,2024-12-03
2859,1312,國喬,塑膠工業,twse,2025-09-30
2860,1312A,國喬特,塑膠工業,twse,2025-09-30
2861,1313,聯成,塑膠工業,twse,2025-09-30
2862,1314,中石化,塑膠工業,twse,2025-09-30
2863,1315,達新,塑膠工業,twse,2025-09-30
2864,1316,上曜,建材營造,twse,2025-09-30
2865,1319,東陽,汽車工業,twse,2025-09-30
2881,1321,大洋,塑膠工業,twse,2025-09-30
2896,1323,永裕,塑膠工業,twse,2025-09-30
2936,1324,地球,塑膠工業,twse,2025-09-30
2897,1325,恆大,塑膠工業,twse,2025-09-30
2925,1326,台化,塑膠工業,twse,2025-09-30
2926,1336,台翰,電子零組件業,tpex,2025-09-30
2927,1337,再生-KY,塑膠工業,twse,2025-09-30
2928,1338,廣華-KY,汽車工業,twse,2025-09-30
2929,1339,昭輝,汽車工業,twse,2025-09-30
2930,1340,勝悅-KY,塑膠工業,twse,2025-09-30
2931,1341,富林-KY,塑膠工業,twse,2025-09-30
2932,1342,八貫,其他,twse,2025-09-30
2933,1343,旭東環保,綠能環保,emerging,2025-09-30
2934,1402,遠東新,紡織纖維,twse,2025-09-30
2935,1409,新纖,紡織纖維,twse,2025-09-30
2937,1410,南染,紡織纖維,twse,2025-09-30
2949,1413,宏洲,紡織纖維,twse,2025-09-30
2938,1414,東和,紡織纖維,twse,2025-09-30
2939,1416,廣豐,其他,twse,2025-09-30
2940,1417,嘉裕,紡織纖維,twse,2025-09-30
2941,1418,東華,紡織纖維,twse,2025-09-30
2942,1419,新紡,紡織纖維,twse,2025-09-30
2943,1423,利華,紡織纖維,twse,2025-09-30
2944,1432,大魯閣,運動休閒,twse,2025-09-30
2945,1434,福懋,紡織纖維,twse,2025-09-30
2946,1435,中福,其他,twse,2025-09-30
2947,1436,華友聯,建材營造,twse,2025-09-30
2948,1437,勤益控,其他,twse,2025-09-30
2924,1438,三地開發,建材營造,twse,2025-09-30
2923,1439,雋揚,建材營造,twse,2025-09-30
2922,1440,南紡,紡織纖維,twse,2025-09-30
2921,1441,大東,紡織纖維,twse,2025-09-30
2898,1442,名軒,建材營造,twse,2025-09-30
2899,1443,立益物流,其他,twse,2025-09-30
2900,1444,力麗,紡織纖維,twse,2025-09-30
2901,1445,大宇,紡織纖維,twse,2025-09-30
2902,1446,宏和,紡織纖維,twse,2025-09-30
2903,1447,力鵬,紡織纖維,twse,2025-09-30
2904,1449,佳和,紡織纖維,twse,2025-09-30
2905,1451,年興,紡織纖維,twse,2025-09-30
2906,1452,宏益,紡織纖維,twse,2025-09-30
2907,1453,大將,建材營造,twse,2025-09-30
2908,1454,台富,紡織纖維,twse,2025-09-30
2909,1455,集盛,紡織纖維,twse,2025-09-30
2910,1456,怡華,建材營造,twse,2025-09-30
2911,1457,宜進,紡織纖維,twse,2025-09-30
2912,1459,聯發,紡織纖維,twse,2025-09-30
2913,1460,宏遠,紡織纖維,twse,2025-09-30
2914,1463,強盛新,紡織纖維,twse,2025-09-30
2915,1464,得力,紡織纖維,twse,2025-09-30
2916,1465,偉全,紡織纖維,twse,2025-09-30
2917,1466,聚隆,紡織纖維,twse,2025-09-30
2918,1467,南緯,紡織纖維,twse,2025-09-30
2919,1468,昶和,紡織纖維,twse,2025-09-30
737,1469,理隆,紡織纖維,twse,2025-09-20
2920,1470,大統新創,紡織纖維,twse,2025-09-30
3033,1471,首利,電子零組件業,twse,2025-09-30
2621,1472,三洋實業,建材營造,twse,2025-09-30
2592,1473,台南,紡織纖維,twse,2025-09-30
2319,1474,弘裕,紡織纖維,twse,2025-09-30
2320,1475,業旺,紡織纖維,twse,2025-09-30
2321,1476,儒鴻,紡織纖維,twse,2025-09-30
2322,1477,聚陽,紡織纖維,twse,2025-09-30
2323,1480,東盟開發,鋼鐵工業,emerging,2025-09-30
2324,1503,士電,電機機械,twse,2025-09-30
2325,1504,東元,電機機械,twse,2025-09-30
2326,1506,正道,電機機械,twse,2025-09-30
642,1507,永大,電機機械,twse,2025-04-28
2327,1512,瑞利,汽車工業,twse,2025-09-30
2328,1513,中興電,電機機械,twse,2025-09-30
2329,1514,亞力,電機機械,twse,2025-09-30
2331,1515,力山,電機機械,twse,2025-09-30
2343,1516,川飛,其他,twse,2025-09-30
2332,1517,利奇,電機機械,twse,2025-09-30
2333,1519,華城,電機機械,twse,2025-09-30
406,1520,復盛,其他,twse,2024-12-04
2334,1521,大億,汽車工業,twse,2025-09-30
2335,1522,堤維西,汽車工業,twse,2025-09-30
2336,1522A,堤維西甲特,汽車工業,twse,2025-09-30
333,1523,開億,電機機械,twse,2024-12-03
2337,1524,耿鼎,汽車工業,twse,2025-09-30
2338,1525,江申,汽車工業,twse,2025-09-30
2339,1526,日馳,電機機械,twse,2025-09-30
2340,1527,鑽全,電機機械,twse,2025-09-30
2341,1528,恩德,電機機械,twse,2025-09-30
2342,1529,樂事綠能,電機機械,twse,2025-09-30
2318,1530,亞崴,電機機械,twse,2025-09-30
2317,1531,高林股,電機機械,twse,2025-09-30
2316,1532,勤美,電機機械,twse,2025-09-30
2315,1533,車王電,汽車工業,twse,2025-09-30
2292,1535,中宇,電機機械,twse,2025-09-30
2293,1536,和大,汽車工業,twse,2025-09-30
2294,1537,廣隆,電機機械,twse,2025-09-30
2295,1538,正峰,電機機械,twse,2025-09-30
2296,1539,巨庭,電機機械,twse,2025-09-30
2297,1540,喬福,電機機械,twse,2025-09-30
2298,1541,錩泰,電機機械,twse,2025-09-30
2299,1558,伸興,電機機械,twse,2025-09-30
2300,1560,中砂,電機機械,twse,2025-09-30
2301,1563,巧新,汽車工業,twse,2025-09-30
2302,1565,精華,生技醫療業,tpex,2025-09-30
2303,1568,倉佑,汽車工業,twse,2025-09-30
2304,1569,濱川,電腦及週邊設備業,tpex,2025-09-30
2305,1570,力肯,電機機械,tpex,2025-09-30
2306,1580,新麥,電機機械,tpex,2025-09-30
2308,1582,信錦,電子零組件業,twse,2025-09-30
2309,1583,程泰,電機機械,twse,2025-09-30
2310,1584,精剛,其他,tpex,2025-09-30
652,1585,鎧鉅,電子零組件業,emerging,2025-05-27
2311,1586,和勤,電機機械,tpex,2025-09-30
2312,1587,吉茂,汽車工業,twse,2025-09-30
2313,1589,永冠-KY,電機機械,twse,2025-09-30
2314,1590,亞德客-KY,電機機械,twse,2025-09-30
2330,1591,駿吉-KY,電機機械,tpex,2025-09-30
725,1592,英瑞-KY,汽車工業,twse,2025-09-01
2345,1593,祺驊,運動休閒類,tpex,2025-09-30
2385,1594,日高,電機機械,emerging,2025-09-30
2346,1595,川寶,電子零組件業,tpex,2025-09-30
2374,1597,直得,電機機械,twse,2025-09-30
2375,1598,岱宇,運動休閒,twse,2025-09-30
2376,1599,宏佳騰,電機機械,tpex,2025-09-30
329,1601,台光,電器電纜,twse,2024-12-03
2377,1603,華電,電器電纜,twse,2025-09-30
2378,1604,聲寶,電器電纜,twse,2025-09-30
2379,1605,華新,電器電纜,twse,2025-09-30
324,1606,歌林,電器電纜,twse,2024-12-03
2380,1608,華榮,電器電纜,twse,2025-09-30
2381,1609,大亞,電器電纜,twse,2025-09-30
2382,1611,中電,電器電纜,twse,2025-09-30
2383,1612,宏泰,電器電纜,twse,2025-09-30
668,1613,台一,電器電纜,twse,2025-06-17
2384,1614,三洋電,電器電纜,twse,2025-09-30
2386,1615,大山,電器電纜,twse,2025-09-30
2398,1616,億泰,電器電纜,twse,2025-09-30
2387,1617,榮星,電器電纜,twse,2025-09-30
2388,1618,合機,電器電纜,twse,2025-09-30
2389,1623,大東電,電器電纜,emerging,2025-09-30
2390,1626,艾美特-KY,電器電纜,twse,2025-09-30
727,1701,中化,生技醫療業,twse,2025-09-03
2391,1702,南僑,食品工業,twse,2025-09-30
764,1704,榮化,化學工業,twse,2025-09-24
2393,1707,葡萄王,生技醫療業,twse,2025-09-30
2395,1708,東鹼,化學生技醫療,twse,2025-09-30
2397,1709,和益,化學生技醫療,twse,2025-09-30
2373,1710,東聯,化學工業,twse,2025-09-30
2371,1711,永光,化學工業,twse,2025-09-30
2348,1712,興農,化學生技醫療,twse,2025-09-30
2350,1713,國化,化學生技醫療,twse,2025-09-30
2352,1714,和桐,化學生技醫療,twse,2025-09-30
327,1715,萬洲,塑膠工業,twse,2024-12-03
644,1716,永信,生技醫療業,twse,2025-04-30
2354,1717,長興,化學生技醫療,twse,2025-09-30
2356,1718,中纖,化學生技醫療,twse,2025-09-30
2358,1720,生達,生技醫療業,twse,2025-09-30
2360,1721,三晃,化學生技醫療,twse,2025-09-30
2362,1722,台肥,化學生技醫療,twse,2025-09-30
2364,1723,中碳,化學生技醫療,twse,2025-09-30
750,1724,台硝,化學工業,twse,2025-09-24
2366,1725,元禎,化學生技醫療,twse,2025-09-30
2368,1726,永記,化學生技醫療,twse,2025-09-30
2369,1727,中華化,化學工業,twse,2025-09-30
643,1729,必翔,生技醫療業,twse,2025-04-30
2344,1730,花仙子,化學工業,twse,2025-09-30
2234,1731,美吾華,化學生技醫療,twse,2025-09-30
2211,1732,毛寶,化學生技醫療,twse,2025-09-30
2213,1733,五鼎,生技醫療業,twse,2025-09-30
2215,1734,杏輝,生技醫療業,twse,2025-09-30
2217,1735,日勝化,化學生技醫療,twse,2025-09-30
2218,1736,喬山,運動休閒,twse,2025-09-30
2219,1737,臺鹽,食品工業,twse,2025-09-30
2221,1742,台蠟,化學工業,tpex,2025-09-30
2233,1752,南光,化學生技醫療,twse,2025-09-30
2224,1760,寶齡富錦,生技醫療業,twse,2025-09-30
2226,1762,中化生,生技醫療業,twse,2025-09-30
2228,1773,勝一,化學生技醫療,twse,2025-09-30
2230,1776,展宇,化學生技醫療,twse,2025-09-30
2231,1777,生泰,生技醫療業,tpex,2025-09-30
2232,1780,立弘,生技醫療業,emerging,2025-09-30
2208,1781,合世,生技醫療業,tpex,2025-09-30
2207,1783,和康生,化學生技醫療,twse,2025-09-30
2205,1784,訊聯,生技醫療業,tpex,2025-09-30
2182,1785,光洋科,其他電子類,tpex,2025-09-30
2184,1786,科妍,生技醫療業,twse,2025-09-30
2185,1788,杏昌,生技醫療業,tpex,2025-09-30
2187,1789,神隆,生技醫療業,twse,2025-09-30
2189,1795,美時,生技醫療業,twse,2025-09-30
2190,1796,金穎生技,食品工業,tpex,2025-09-30
2191,1799,易威,生技醫療業,tpex,2025-09-30
2192,1802,台玻,玻璃陶瓷,twse,2025-09-30
2193,1805,寶徠,建材營造,twse,2025-09-30
2194,1806,冠軍,玻璃陶瓷,twse,2025-09-30
2195,1808,潤隆,建材營造,twse,2025-09-30
2196,1809,中釉,玻璃陶瓷,twse,2025-09-30
2197,1810,和成,玻璃陶瓷,twse,2025-09-30
2198,1813,寶利徠,生技醫療業,tpex,2025-09-30
2199,1815,富喬,電子零組件業,tpex,2025-09-30
2200,1817,凱撒衛,玻璃陶瓷,twse,2025-09-30
679,1902,台紙,造紙工業,twse,2025-08-14
2201,1903,士紙,造紙工業,twse,2025-09-30
2202,1904,正隆,造紙工業,twse,2025-09-30
2203,1905,華紙,造紙工業,twse,2025-09-30
2204,1906,寶隆,造紙工業,twse,2025-09-30
