,stock_id,stock_name,industry_category,list_type,list_date,raw
0,3687,歐買尬,文化創意業,tpex,2020-06-03,"{'industry_category': '文化創意業', 'stock_id': '3687', 'stock_name': '歐買尬', 'type': 'tpex', 'date': '2020-06-03'}"
1,5481,新華,電子零組件業,tpex,2020-06-03,"{'industry_category': '電子零組件業', 'stock_id': '5481', 'stock_name': '新華', 'type': 'tpex', 'date': '2020-06-03'}"
2,3629,地心引力,光電業,tpex,2020-06-03,"{'industry_category': '光電業', 'stock_id': '3629', 'stock_name': '地心引力', 'type': 'tpex', 'date': '2020-06-03'}"
3,5450,寶聯通,電腦及週邊設備業,tpex,2020-06-03,"{'industry_category': '電腦及週邊設備業', 'stock_id': '5450', 'stock_name': '寶聯通', 'type': 'tpex', 'date': '2020-06-03'}"
4,6238,勝麗,其他電子類,tpex,2020-06-13,"{'industry_category': '其他電子類', 'stock_id': '6238', 'stock_name': '勝麗', 'type': 'tpex', 'date': '2020-06-13'}"
5,00835B,第一金科技債10+,上櫃指數股票型基金(ETF),tpex,2020-06-24,"{'industry_category': '上櫃指數股票型基金(ETF)', 'stock_id': '00835B', 'stock_name': '第一金科技債10+', 'type': 'tpex', 'date': '2020-06-24'}"
6,00837B,永豐15年金融債,上櫃指數股票型基金(ETF),tpex,2020-07-02,"{'industry_category': '上櫃指數股票型基金(ETF)', 'stock_id': '00837B', 'stock_name': '永豐15年金融債', 'type': 'tpex', 'date': '2020-07-02'}"
7,00798B,國泰中企A級債7+,上櫃指數股票型基金(ETF),tpex,2020-07-16,"{'industry_category': '上櫃指數股票型基金(ETF)', 'stock_id': '00798B', 'stock_name': '國泰中企A級債7+', 'type': 'tpex', 'date': '2020-07-16'}"
8,6497,亞獅康-KY,生技醫療業,tpex,2020-08-27,"{'industry_category': '生技醫療業', 'stock_id': '6497', 'stock_name': '亞獅康-KY', 'type': 'tpex', 'date': '2020-08-27'}"
9,5349,先豐,電子零組件業,tpex,2020-10-31,"{'industry_category': '電子零組件業', 'stock_id': '5349', 'stock_name': '先豐', 'type': 'tpex', 'date': '2020-10-31'}"
10,01005T,三鼎,受益證券,twse,2020-11-14,"{'industry_category': '受益證券', 'stock_id': '01005T', 'stock_name': '三鼎', 'type': 'twse', 'date': '2020-11-14'}"
11,01007T,兆豐國泰R2,受益證券,twse,2020-11-14,"{'industry_category': '受益證券', 'stock_id': '01007T', 'stock_name': '兆豐國泰R2', 'type': 'twse', 'date': '2020-11-14'}"
12,01004T,土銀富邦R2,受益證券,twse,2020-11-14,"{'industry_category': '受益證券', 'stock_id': '01004T', 'stock_name': '土銀富邦R2', 'type': 'twse', 'date': '2020-11-14'}"
13,01009T,王道圓滿R1,受益證券,twse,2020-11-14,"{'industry_category': '受益證券', 'stock_id': '01009T', 'stock_name': '王道圓滿R1', 'type': 'twse', 'date': '2020-11-14'}"
14,01003T,兆豐新光R1,受益證券,twse,2020-11-14,"{'industry_category': '受益證券', 'stock_id': '01003T', 'stock_name': '兆豐新光R1', 'type': 'twse', 'date': '2020-11-14'}"
15,01002T,土銀國泰R1,受益證券,twse,2020-11-14,"{'industry_category': '受益證券', 'stock_id': '01002T', 'stock_name': '土銀國泰R1', 'type': 'twse', 'date': '2020-11-14'}"
16,01001T,土銀富邦R1,受益證券,twse,2020-11-14,"{'industry_category': '受益證券', 'stock_id': '01001T', 'stock_name': '土銀富邦R1', 'type': 'twse', 'date': '2020-11-14'}"
17,01008T,駿馬R1,受益證券,twse,2020-11-14,"{'industry_category': '受益證券', 'stock_id': '01008T', 'stock_name': '駿馬R1', 'type': 'twse', 'date': '2020-11-14'}"
18,710561,威剛元大9B購02,所有證券,tpex,2020-11-15,"{'industry_category': '所有證券', 'stock_id': '710561', 'stock_name': '威剛元大9B購02', 'type': 'tpex', 'date': '2020-11-15'}"
19,710566,碩禾元大9B購01,所有證券,tpex,2020-11-15,"{'industry_category': '所有證券', 'stock_id': '710566', 'stock_name': '碩禾元大9B購01', 'type': 'tpex', 'date': '2020-11-15'}"
20,710560,宏捷科元大9B購02,所有證券,tpex,2020-11-15,"{'industry_category': '所有證券', 'stock_id': '710560', 'stock_name': '宏捷科元大9B購02', 'type': 'tpex', 'date': '2020-11-15'}"
21,710553,穩懋統一9B購03,所有證券,tpex,2020-11-15,"{'industry_category': '所有證券', 'stock_id': '710553', 'stock_name': '穩懋統一9B購03', 'type': 'tpex', 'date': '2020-11-15'}"
22,710569,中美晶富邦9B購04,所有證券,tpex,2020-11-15,"{'industry_category': '所有證券', 'stock_id': '710569', 'stock_name': '中美晶富邦9B購04', 'type': 'tpex', 'date': '2020-11-15'}"
23,710575,環球晶中信9B購01,所有證券,tpex,2020-11-15,"{'industry_category': '所有證券', 'stock_id': '710575', 'stock_name': '環球晶中信9B購01', 'type': 'tpex', 'date': '2020-11-15'}"
24,710590,鈺太凱基9B購01,所有證券,tpex,2020-11-15,"{'industry_category': '所有證券', 'stock_id': '710590', 'stock_name': '鈺太凱基9B購01', 'type': 'tpex', 'date': '2020-11-15'}"
25,710534,鈺太元大9B購01,所有證券,tpex,2020-11-15,"{'industry_category': '所有證券', 'stock_id': '710534', 'stock_name': '鈺太元大9B購01', 'type': 'tpex', 'date': '2020-11-15'}"
26,710516,宇峻永豐9B購01,所有證券,tpex,2020-11-15,"{'industry_category': '所有證券', 'stock_id': '710516', 'stock_name': '宇峻永豐9B購01', 'type': 'tpex', 'date': '2020-11-15'}"
27,710510,群聯凱基9B購03,所有證券,tpex,2020-11-15,"{'industry_category': '所有證券', 'stock_id': '710510', 'stock_name': '群聯凱基9B購03', 'type': 'tpex', 'date': '2020-11-15'}"
28,711126,聯亞元大9B購05,所有證券,tpex,2020-11-15,"{'industry_category': '所有證券', 'stock_id': '711126', 'stock_name': '聯亞元大9B購05', 'type': 'tpex', 'date': '2020-11-15'}"
29,710509,建榮凱基9B購01,所有證券,tpex,2020-11-15,"{'industry_category': '所有證券', 'stock_id': '710509', 'stock_name': '建榮凱基9B購01', 'type': 'tpex', 'date': '2020-11-15'}"
30,710505,泰博富邦9B購01,所有證券,tpex,2020-11-15,"{'industry_category': '所有證券', 'stock_id': '710505', 'stock_name': '泰博富邦9B購01', 'type': 'tpex', 'date': '2020-11-15'}"
31,710502,泰博元大9B購01,所有證券,tpex,2020-11-15,"{'industry_category': '所有證券', 'stock_id': '710502', 'stock_name': '泰博元大9B購01', 'type': 'tpex', 'date': '2020-11-15'}"
32,708785,信驊中信9B購01,所有證券,tpex,2020-11-15,"{'industry_category': '所有證券', 'stock_id': '708785', 'stock_name': '信驊中信9B購01', 'type': 'tpex', 'date': '2020-11-15'}"
33,710499,網家國泰9B購01,所有證券,tpex,2020-11-15,"{'industry_category': '所有證券', 'stock_id': '710499', 'stock_name': '網家國泰9B購01', 'type': 'tpex', 'date': '2020-11-15'}"
34,709403,雙美國票9B購01,所有證券,tpex,2020-11-15,"{'industry_category': '所有證券', 'stock_id': '709403', 'stock_name': '雙美國票9B購01', 'type': 'tpex', 'date': '2020-11-15'}"
35,709966,金居群益9B購01,所有證券,tpex,2020-11-15,"{'industry_category': '所有證券', 'stock_id': '709966', 'stock_name': '金居群益9B購01', 'type': 'tpex', 'date': '2020-11-15'}"
36,709994,中美晶元大9B購01,所有證券,tpex,2020-11-15,"{'industry_category': '所有證券', 'stock_id': '709994', 'stock_name': '中美晶元大9B購01', 'type': 'tpex', 'date': '2020-11-15'}"
37,709985,大江富邦9B購02,所有證券,tpex,2020-11-15,"{'industry_category': '所有證券', 'stock_id': '709985', 'stock_name': '大江富邦9B購02', 'type': 'tpex', 'date': '2020-11-15'}"
38,709983,群聯日盛9B購01,所有證券,tpex,2020-11-15,"{'industry_category': '所有證券', 'stock_id': '709983', 'stock_name': '群聯日盛9B購01', 'type': 'tpex', 'date': '2020-11-15'}"
39,710533,鈊象元大9B購04,所有證券,tpex,2020-11-15,"{'industry_category': '所有證券', 'stock_id': '710533', 'stock_name': '鈊象元大9B購04', 'type': 'tpex', 'date': '2020-11-15'}"
40,711127,頎邦元大9B購03,所有證券,tpex,2020-11-15,"{'industry_category': '所有證券', 'stock_id': '711127', 'stock_name': '頎邦元大9B購03', 'type': 'tpex', 'date': '2020-11-15'}"
41,711132,僑威永豐9B購01,所有證券,tpex,2020-11-15,"{'industry_category': '所有證券', 'stock_id': '711132', 'stock_name': '僑威永豐9B購01', 'type': 'tpex', 'date': '2020-11-15'}"
42,711131,胡連永豐9B購01,所有證券,tpex,2020-11-15,"{'industry_category': '所有證券', 'stock_id': '711131', 'stock_name': '胡連永豐9B購01', 'type': 'tpex', 'date': '2020-11-15'}"
43,73193P,神盾元大9B售04,所有證券,tpex,2020-11-15,"{'industry_category': '所有證券', 'stock_id': '73193P', 'stock_name': '神盾元大9B售04', 'type': 'tpex', 'date': '2020-11-15'}"
44,73107P,原相國票9B售02,所有證券,tpex,2020-11-15,"{'industry_category': '所有證券', 'stock_id': '73107P', 'stock_name': '原相國票9B售02', 'type': 'tpex', 'date': '2020-11-15'}"
45,711145,環球晶國票9B購02,所有證券,tpex,2020-11-15,"{'industry_category': '所有證券', 'stock_id': '711145', 'stock_name': '環球晶國票9B購02', 'type': 'tpex', 'date': '2020-11-15'}"
46,711141,胡連凱基9B購01,所有證券,tpex,2020-11-15,"{'industry_category': '所有證券', 'stock_id': '711141', 'stock_name': '胡連凱基9B購01', 'type': 'tpex', 'date': '2020-11-15'}"
47,711140,旺矽凱基9B購01,所有證券,tpex,2020-11-15,"{'industry_category': '所有證券', 'stock_id': '711140', 'stock_name': '旺矽凱基9B購01', 'type': 'tpex', 'date': '2020-11-15'}"
48,711139,中美晶凱基9B購02,所有證券,tpex,2020-11-15,"{'industry_category': '所有證券', 'stock_id': '711139', 'stock_name': '中美晶凱基9B購02', 'type': 'tpex', 'date': '2020-11-15'}"
49,709972,旺矽元大9B購01,所有證券,tpex,2020-11-15,"{'industry_category': '所有證券', 'stock_id': '709972', 'stock_name': '旺矽元大9B購01', 'type': 'tpex', 'date': '2020-11-15'}"
50,711135,元太群益9B購01,所有證券,tpex,2020-11-15,"{'industry_category': '所有證券', 'stock_id': '711135', 'stock_name': '元太群益9B購01', 'type': 'tpex', 'date': '2020-11-15'}"
51,711134,中美晶群益9B購03,所有證券,tpex,2020-11-15,"{'industry_category': '所有證券', 'stock_id': '711134', 'stock_name': '中美晶群益9B購03', 'type': 'tpex', 'date': '2020-11-15'}"
52,711133,寶雅永豐9B購01,所有證券,tpex,2020-11-15,"{'industry_category': '所有證券', 'stock_id': '711133', 'stock_name': '寶雅永豐9B購01', 'type': 'tpex', 'date': '2020-11-15'}"
53,711137,胡連群益9B購01,所有證券,tpex,2020-11-15,"{'industry_category': '所有證券', 'stock_id': '711137', 'stock_name': '胡連群益9B購01', 'type': 'tpex', 'date': '2020-11-15'}"
54,8934,衡平,其他,tpex,2020-11-20,"{'industry_category': '其他', 'stock_id': '8934', 'stock_name': '衡平', 'type': 'tpex', 'date': '2020-11-20'}"
55,5304,鼎創達,電腦及週邊設備業,tpex,2020-11-22,"{'industry_category': '電腦及週邊設備業', 'stock_id': '5304', 'stock_name': '鼎創達', 'type': 'tpex', 'date': '2020-11-22'}"
56,00833B,第一金美債20+,上櫃指數股票型基金(ETF),tpex,2020-12-03,"{'industry_category': '上櫃指數股票型基金(ETF)', 'stock_id': '00833B', 'stock_name': '第一金美債20+', 'type': 'tpex', 'date': '2020-12-03'}"
57,00854B,富邦全球保險債,上櫃指數股票型基金(ETF),tpex,2020-12-04,"{'industry_category': '上櫃指數股票型基金(ETF)', 'stock_id': '00854B', 'stock_name': '富邦全球保險債', 'type': 'tpex', 'date': '2020-12-04'}"
58,00855B,富邦全球能源債,上櫃指數股票型基金(ETF),tpex,2020-12-04,"{'industry_category': '上櫃指數股票型基金(ETF)', 'stock_id': '00855B', 'stock_name': '富邦全球能源債', 'type': 'tpex', 'date': '2020-12-04'}"
59,6438,迅得,其他電子類,tpex,2021-01-21,"{'industry_category': '其他電子類', 'stock_id': '6438', 'stock_name': '迅得', 'type': 'tpex', 'date': '2021-01-21'}"
60,00873B,凱基新興債1-5,上櫃指數股票型基金(ETF),tpex,2021-02-23,"{'industry_category': '上櫃指數股票型基金(ETF)', 'stock_id': '00873B', 'stock_name': '凱基新興債1-5', 'type': 'tpex', 'date': '2021-02-23'}"
61,00874B,凱基BBB公司債15+,上櫃指數股票型基金(ETF),tpex,2021-02-23,"{'industry_category': '上櫃指數股票型基金(ETF)', 'stock_id': '00874B', 'stock_name': '凱基BBB公司債15+', 'type': 'tpex', 'date': '2021-02-23'}"
62,00871B,元大中國政金債,上櫃指數股票型基金(ETF),tpex,2021-03-03,"{'industry_category': '上櫃指數股票型基金(ETF)', 'stock_id': '00871B', 'stock_name': '元大中國政金債', 'type': 'tpex', 'date': '2021-03-03'}"
63,00868B,FT1-3年美公債,上櫃指數股票型基金(ETF),tpex,2021-05-14,"{'industry_category': '上櫃指數股票型基金(ETF)', 'stock_id': '00868B', 'stock_name': 'FT1-3年美公債', 'type': 'tpex', 'date': '2021-05-14'}"
64,6165,浪凡,電子工業,twse,2021-06-01,"{'industry_category': '電子工業', 'stock_id': '6165', 'stock_name': '浪凡', 'type': 'twse', 'date': '2021-06-01'}"
65,3450,聯鈞,其他電子業,twse,2021-06-01,"{'industry_category': '其他電子業', 'stock_id': '3450', 'stock_name': '聯鈞', 'type': 'twse', 'date': '2021-06-01'}"
66,6165,浪凡,電子零組件業,twse,2021-06-01,"{'industry_category': '電子零組件業', 'stock_id': '6165', 'stock_name': '浪凡', 'type': 'twse', 'date': '2021-06-01'}"
67,2614,東森,貿易百貨,twse,2021-06-01,"{'industry_category': '貿易百貨', 'stock_id': '2614', 'stock_name': '東森', 'type': 'twse', 'date': '2021-06-01'}"
68,8499,鼎炫-KY,其他,twse,2021-06-01,"{'industry_category': '其他', 'stock_id': '8499', 'stock_name': '鼎炫-KY', 'type': 'twse', 'date': '2021-06-01'}"
69,2241,艾姆勒,電機機械,twse,2021-06-01,"{'industry_category': '電機機械', 'stock_id': '2241', 'stock_name': '艾姆勒', 'type': 'twse', 'date': '2021-06-01'}"
70,2459,敦吉,電子通路業,twse,2021-06-01,"{'industry_category': '電子通路業', 'stock_id': '2459', 'stock_name': '敦吉', 'type': 'twse', 'date': '2021-06-01'}"
71,1456,怡華,紡織纖維,twse,2021-06-01,"{'industry_category': '紡織纖維', 'stock_id': '1456', 'stock_name': '怡華', 'type': 'twse', 'date': '2021-06-01'}"
72,1443,立益,紡織纖維,twse,2021-06-01,"{'industry_category': '紡織纖維', 'stock_id': '1443', 'stock_name': '立益', 'type': 'twse', 'date': '2021-06-01'}"
73,3669,圓展,光電業,twse,2021-06-01,"{'industry_category': '光電業', 'stock_id': '3669', 'stock_name': '圓展', 'type': 'twse', 'date': '2021-06-01'}"
74,2429,銘旺科,電子零組件業,twse,2021-06-01,"{'industry_category': '電子零組件業', 'stock_id': '2429', 'stock_name': '銘旺科', 'type': 'twse', 'date': '2021-06-01'}"
75,1453,大將,紡織纖維,twse,2021-06-01,"{'industry_category': '紡織纖維', 'stock_id': '1453', 'stock_name': '大將', 'type': 'twse', 'date': '2021-06-01'}"
76,020017,永豐富櫃200N,指數投資證券(ETN),tpex,2021-06-12,"{'industry_category': '指數投資證券(ETN)', 'stock_id': '020017', 'stock_name': '永豐富櫃200N', 'type': 'tpex', 'date': '2021-06-12'}"
77,8354,冠好,塑膠工業,tpex,2021-06-12,"{'industry_category': '塑膠工業', 'stock_id': '8354', 'stock_name': '冠好', 'type': 'tpex', 'date': '2021-06-12'}"
78,3313,斐成,電子零組件業,tpex,2021-06-12,"{'industry_category': '電子零組件業', 'stock_id': '3313', 'stock_name': '斐成', 'type': 'tpex', 'date': '2021-06-12'}"
79,5345,天揚,電子零組件業,tpex,2021-06-12,"{'industry_category': '電子零組件業', 'stock_id': '5345', 'stock_name': '天揚', 'type': 'tpex', 'date': '2021-06-12'}"
80,8489,三貝德,文化創意業,tpex,2021-06-12,"{'industry_category': '文化創意業', 'stock_id': '8489', 'stock_name': '三貝德', 'type': 'tpex', 'date': '2021-06-12'}"
81,3219,倚強股份,半導體業,tpex,2021-06-12,"{'industry_category': '半導體業', 'stock_id': '3219', 'stock_name': '倚強股份', 'type': 'tpex', 'date': '2021-06-12'}"
82,6506,雙邦,化學工業,tpex,2021-06-12,"{'industry_category': '化學工業', 'stock_id': '6506', 'stock_name': '雙邦', 'type': 'tpex', 'date': '2021-06-12'}"
83,5604,中連貨,航運業,tpex,2021-06-12,"{'industry_category': '航運業', 'stock_id': '5604', 'stock_name': '中連貨', 'type': 'tpex', 'date': '2021-06-12'}"
84,6275,元山,其他電子類,tpex,2021-06-12,"{'industry_category': '其他電子類', 'stock_id': '6275', 'stock_name': '元山', 'type': 'tpex', 'date': '2021-06-12'}"
85,3685,元創精密,光電業,tpex,2021-06-12,"{'industry_category': '光電業', 'stock_id': '3685', 'stock_name': '元創精密', 'type': 'tpex', 'date': '2021-06-12'}"
86,00839B,凱基醫療保健債,上櫃指數股票型基金(ETF),tpex,2021-08-05,"{'industry_category': '上櫃指數股票型基金(ETF)', 'stock_id': '00839B', 'stock_name': '凱基醫療保健債', 'type': 'tpex', 'date': '2021-08-05'}"
87,00869B,FT10-25年公司債,上櫃指數股票型基金(ETF),tpex,2021-08-19,"{'industry_category': '上櫃指數股票型基金(ETF)', 'stock_id': '00869B', 'stock_name': 'FT10-25年公司債', 'type': 'tpex', 'date': '2021-08-19'}"
88,00832B,新光美債20+,上櫃指數股票型基金(ETF),tpex,2021-09-11,"{'industry_category': '上櫃指數股票型基金(ETF)', 'stock_id': '00832B', 'stock_name': '新光美債20+', 'type': 'tpex', 'date': '2021-09-11'}"
89,4152,台微體,生技醫療業,tpex,2021-10-02,"{'industry_category': '生技醫療業', 'stock_id': '4152', 'stock_name': '台微體', 'type': 'tpex', 'date': '2021-10-02'}"
90,00872B,凱基美債1-3,上櫃指數股票型基金(ETF),tpex,2021-10-08,"{'industry_category': '上櫃指數股票型基金(ETF)', 'stock_id': '00872B', 'stock_name': '凱基美債1-3', 'type': 'tpex', 'date': '2021-10-08'}"
91,00880B,第一金電信債15+,上櫃指數股票型基金(ETF),tpex,2021-10-08,"{'industry_category': '上櫃指數股票型基金(ETF)', 'stock_id': '00880B', 'stock_name': '第一金電信債15+', 'type': 'tpex', 'date': '2021-10-08'}"
92,00879B,第一金美債0-1,上櫃指數股票型基金(ETF),tpex,2021-10-08,"{'industry_category': '上櫃指數股票型基金(ETF)', 'stock_id': '00879B', 'stock_name': '第一金美債0-1', 'type': 'tpex', 'date': '2021-10-08'}"
93,2928,紅馬-KY,觀光事業,tpex,2021-10-16,"{'industry_category': '觀光事業', 'stock_id': '2928', 'stock_name': '紅馬-KY', 'type': 'tpex', 'date': '2021-10-16'}"
94,3144,新揚科,電子零組件業,tpex,2021-12-16,"{'industry_category': '電子零組件業', 'stock_id': '3144', 'stock_name': '新揚科', 'type': 'tpex', 'date': '2021-12-16'}"
95,4803,VHQ-KY,文化創意業,tpex,2021-12-18,"{'industry_category': '文化創意業', 'stock_id': '4803', 'stock_name': 'VHQ-KY', 'type': 'tpex', 'date': '2021-12-18'}"
96,020021,統一恒生科技N,指數投資證券(ETN),tpex,2022-03-18,"{'industry_category': '指數投資證券(ETN)', 'stock_id': '020021', 'stock_name': '統一恒生科技N', 'type': 'tpex', 'date': '2022-03-18'}"
97,8406,金可-KY,生技醫療業,tpex,2022-04-23,"{'industry_category': '生技醫療業', 'stock_id': '8406', 'stock_name': '金可-KY', 'type': 'tpex', 'date': '2022-04-23'}"
98,020003,統一漲升股利150N,指數投資證券(ETN),tpex,2022-04-30,"{'industry_category': '指數投資證券(ETN)', 'stock_id': '020003', 'stock_name': '統一漲升股利150N', 'type': 'tpex', 'date': '2022-04-30'}"
99,020009,群益A50綠碳N,指數投資證券(ETN),tpex,2022-04-30,"{'industry_category': '指數投資證券(ETN)', 'stock_id': '020009', 'stock_name': '群益A50綠碳N', 'type': 'tpex', 'date': '2022-04-30'}"
100,4429,聚紡,紡織纖維,tpex,2022-05-27,"{'industry_category': '紡織纖維', 'stock_id': '4429', 'stock_name': '聚紡', 'type': 'tpex', 'date': '2022-05-27'}"
101,6431,光麗-KY,光電業,twse,2022-06-01,"{'industry_category': '光電業', 'stock_id': '6431', 'stock_name': '光麗-KY', 'type': 'twse', 'date': '2022-06-01'}"
102,2340,台亞,光電業,twse,2022-06-01,"{'industry_category': '光電業', 'stock_id': '2340', 'stock_name': '台亞', 'type': 'twse', 'date': '2022-06-01'}"
103,6431,光麗-KY,電子工業,twse,2022-06-01,"{'industry_category': '電子工業', 'stock_id': '6431', 'stock_name': '光麗-KY', 'type': 'twse', 'date': '2022-06-01'}"
104,2495,普安,其他電子業,twse,2022-06-01,"{'industry_category': '其他電子業', 'stock_id': '2495', 'stock_name': '普安', 'type': 'twse', 'date': '2022-06-01'}"
105,00838B,永豐7-10年中國債,上櫃指數股票型基金(ETF),tpex,2022-06-02,"{'industry_category': '上櫃指數股票型基金(ETF)', 'stock_id': '00838B', 'stock_name': '永豐7-10年中國債', 'type': 'tpex', 'date': '2022-06-02'}"
106,3512,皇龍,電子零組件業,tpex,2022-06-03,"{'industry_category': '電子零組件業', 'stock_id': '3512', 'stock_name': '皇龍', 'type': 'tpex', 'date': '2022-06-03'}"
107,5321,美而快,電子零組件業,tpex,2022-06-03,"{'industry_category': '電子零組件業', 'stock_id': '5321', 'stock_name': '美而快', 'type': 'tpex', 'date': '2022-06-03'}"
108,5209,新鼎,資訊服務業,tpex,2022-06-03,"{'industry_category': '資訊服務業', 'stock_id': '5209', 'stock_name': '新鼎', 'type': 'tpex', 'date': '2022-06-03'}"
109,8080,永利聯合,電子零組件業,tpex,2022-06-03,"{'industry_category': '電子零組件業', 'stock_id': '8080', 'stock_name': '永利聯合', 'type': 'tpex', 'date': '2022-06-03'}"
110,00889B,凱基ESG新興債15+,上櫃指數股票型基金(ETF),tpex,2022-06-24,"{'industry_category': '上櫃指數股票型基金(ETF)', 'stock_id': '00889B', 'stock_name': '凱基ESG新興債15+', 'type': 'tpex', 'date': '2022-06-24'}"
111,5102,富強,橡膠工業,tpex,2022-07-09,"{'industry_category': '橡膠工業', 'stock_id': '5102', 'stock_name': '富強', 'type': 'tpex', 'date': '2022-07-09'}"
112,00843B,台新中國政策債,上櫃指數股票型基金(ETF),tpex,2022-07-22,"{'industry_category': '上櫃指數股票型基金(ETF)', 'stock_id': '00843B', 'stock_name': '台新中國政策債', 'type': 'tpex', 'date': '2022-07-22'}"
113,00796B,中信中國債7-10,上櫃指數股票型基金(ETF),tpex,2022-08-27,"{'industry_category': '上櫃指數股票型基金(ETF)', 'stock_id': '00796B', 'stock_name': '中信中國債7-10', 'type': 'tpex', 'date': '2022-08-27'}"
114,020010,永昌富櫃200N,指數投資證券(ETN),tpex,2022-09-30,"{'industry_category': '指數投資證券(ETN)', 'stock_id': '020010', 'stock_name': '永昌富櫃200N', 'type': 'tpex', 'date': '2022-09-30'}"
115,5820,日盛金,金融業,tpex,2022-11-03,"{'industry_category': '金融業', 'stock_id': '5820', 'stock_name': '日盛金', 'type': 'tpex', 'date': '2022-11-03'}"
116,3642,駿熠電,其他電子類,tpex,2022-11-19,"{'industry_category': '其他電子類', 'stock_id': '3642', 'stock_name': '駿熠電', 'type': 'tpex', 'date': '2022-11-19'}"
117,00745B,富邦中政債0-1,上櫃指數股票型基金(ETF),tpex,2022-12-11,"{'industry_category': '上櫃指數股票型基金(ETF)', 'stock_id': '00745B', 'stock_name': '富邦中政債0-1', 'type': 'tpex', 'date': '2022-12-11'}"
118,020013,元富亞洲高股息N,指數投資證券(ETN),tpex,2022-12-24,"{'industry_category': '指數投資證券(ETN)', 'stock_id': '020013', 'stock_name': '元富亞洲高股息N', 'type': 'tpex', 'date': '2022-12-24'}"
119,02003L,永豐富櫃200正2N,指數投資證券(ETN),tpex,2022-12-24,"{'industry_category': '指數投資證券(ETN)', 'stock_id': '02003L', 'stock_name': '永豐富櫃200正2N', 'type': 'tpex', 'date': '2022-12-24'}"
120,00747B,FH中國政策債,上櫃指數股票型基金(ETF),tpex,2022-12-28,"{'industry_category': '上櫃指數股票型基金(ETF)', 'stock_id': '00747B', 'stock_name': 'FH中國政策債', 'type': 'tpex', 'date': '2022-12-28'}"
121,020014,元大富櫃200N,指數投資證券(ETN),tpex,2022-12-30,"{'industry_category': '指數投資證券(ETN)', 'stock_id': '020014', 'stock_name': '元大富櫃200N', 'type': 'tpex', 'date': '2022-12-30'}"
122,6247,淇譽電,其他電子類,tpex,2023-02-04,"{'industry_category': '其他電子類', 'stock_id': '6247', 'stock_name': '淇譽電', 'type': 'tpex', 'date': '2023-02-04'}"
123,00748B,凱基中國債3-10,上櫃指數股票型基金(ETF),tpex,2023-02-22,"{'industry_category': '上櫃指數股票型基金(ETF)', 'stock_id': '00748B', 'stock_name': '凱基中國債3-10', 'type': 'tpex', 'date': '2023-02-22'}"
124,6869,雲豹能源-創,創新板股票,twse,2023-03-17,"{'industry_category': '創新板股票', 'stock_id': '6869', 'stock_name': '雲豹能源-創', 'type': 'twse', 'date': '2023-03-17'}"
125,6873,泓德能源-創,創新板股票,twse,2023-03-17,"{'industry_category': '創新板股票', 'stock_id': '6873', 'stock_name': '泓德能源-創', 'type': 'twse', 'date': '2023-03-17'}"
126,6594,展匯科,半導體業,tpex,2023-03-25,"{'industry_category': '半導體業', 'stock_id': '6594', 'stock_name': '展匯科', 'type': 'tpex', 'date': '2023-03-25'}"
127,2432,倚天,通信網路業,twse,2023-05-30,"{'industry_category': '通信網路業', 'stock_id': '2432', 'stock_name': '倚天', 'type': 'twse', 'date': '2023-05-30'}"
128,00765B,群益中國政金債,上櫃指數股票型基金(ETF),tpex,2023-06-01,"{'industry_category': '上櫃指數股票型基金(ETF)', 'stock_id': '00765B', 'stock_name': '群益中國政金債', 'type': 'tpex', 'date': '2023-06-01'}"
129,1258,其祥-KY,食品工業,tpex,2023-06-03,"{'industry_category': '食品工業', 'stock_id': '1258', 'stock_name': '其祥-KY', 'type': 'tpex', 'date': '2023-06-03'}"
130,2722,夏都,觀光事業,twse,2023-06-29,"{'industry_category': '觀光事業', 'stock_id': '2722', 'stock_name': '夏都', 'type': 'twse', 'date': '2023-06-29'}"
131,8462,柏文,觀光事業,twse,2023-06-29,"{'industry_category': '觀光事業', 'stock_id': '8462', 'stock_name': '柏文', 'type': 'twse', 'date': '2023-06-29'}"
132,2743,山富,觀光事業,tpex,2023-06-29,"{'industry_category': '觀光事業', 'stock_id': '2743', 'stock_name': '山富', 'type': 'tpex', 'date': '2023-06-29'}"
133,2704,國賓,觀光事業,twse,2023-06-29,"{'industry_category': '觀光事業', 'stock_id': '2704', 'stock_name': '國賓', 'type': 'twse', 'date': '2023-06-29'}"
134,3687,歐買尬,電子商務業,tpex,2023-06-29,"{'industry_category': '電子商務業', 'stock_id': '3687', 'stock_name': '歐買尬', 'type': 'tpex', 'date': '2023-06-29'}"
135,2745,五福,觀光事業,tpex,2023-06-29,"{'industry_category': '觀光事業', 'stock_id': '2745', 'stock_name': '五福', 'type': 'tpex', 'date': '2023-06-29'}"
136,2707,晶華,觀光事業,twse,2023-06-29,"{'industry_category': '觀光事業', 'stock_id': '2707', 'stock_name': '晶華', 'type': 'twse', 'date': '2023-06-29'}"
137,3522,御頂,觀光事業,tpex,2023-06-29,"{'industry_category': '觀光事業', 'stock_id': '3522', 'stock_name': '御頂', 'type': 'tpex', 'date': '2023-06-29'}"
138,3085,新零售,電子商務業,tpex,2023-06-29,"{'industry_category': '電子商務業', 'stock_id': '3085', 'stock_name': '新零售', 'type': 'tpex', 'date': '2023-06-29'}"
